C22903-01258,415140.647,572831.957,71.811,F
C22903-01259,415140.498,572832.248,71.824,F
C22903-01260,415140.317,572832.39,71.8,F
C22903-01261,415140.171,572832.605,71.8,F
C22903-01262,415140.068,572832.77,71.794,F
B22903-01263,415141.026,572830.647,71.679,F S
B22903-01264,415141.102,572830.568,71.688,F
B22903-01265,415141.222,572830.497,71.689,F
B22903-01266,415141.311,572830.364,71.728,F
B22903-01267,415141.395,572830.3,71.733,F
B22903-01268,415141.463,572830.193,71.763,F
B22903-01269,415141.549,572830.129,71.734,F
B22903-01270,415141.641,572830.069,71.734,F
B22903-01271,415141.718,572830.066,71.73,F
B22903-01272,415141.804,572830.12,71.697,F
B22903-01273,415141.968,572830.157,71.707,F
B22903-01274,415142.005,572830.182,71.686,F
B22903-01275,415142.033,572830.256,71.695,F
B22903-01276,415141.995,572830.354,71.685,F
B22903-01277,415141.994,572830.436,71.679,F
B22903-01278,415141.682,572830.646,71.683,F
